#Pos	Phred	prob	A->C	A->G	A->T	A->N	C->A	C->G	C->T	C->N	G->A	G->C	G->T	G->N	T->A	T->C	T->G	T->N
93	F	0.11656385383041104	14073	15490	14587	0	14141	15686	14142	0	14969	15037	13704	0	14699	14301	14627	0
93	<	0.021322201259618256	4109	4174	3529	0	3666	4305	3761	0	3791	4271	3667	0	3582	4008	4000	0
93	7	0.0235669556241102	4775	4754	5114	0	5292	4544	5035	0	5393	4625	5158	0	5176	4564	4712	0
93	#	3.8451988006040596e-05	0	0	0	94	0	0	0	111	0	0	0	110	0	0	0	87
94	K	0.7312432714042738	65609	67284	61560	0	57947	66943	58360	0	62030	69316	57470	0	64284	68389	64886	0
94	F	0.11683318935007096	14160	15090	14443	0	14468	15620	14302	0	15196	15190	13879	0	14976	14461	14373	0
94	7	0.02358233544357906	4744	4628	4975	0	5241	4536	5259	0	5309	4569	5213	0	5271	4704	4901	0
94	,	0.04292330075046614	16137	13124	12993	0	14809	12642	13578	0	14675	13920	14597	0	14509	14846	15571	0
94	A	0.05694909380434635	8506	9007	8399	0	8444	9266	8516	0	8973	9105	8617	0	8699	8642	8789	0
94	<	0.021618240540471793	4073	4131	3490	0	3689	4394	3598	0	4022	4356	3700	0	3813	4020	4132	0
94	(	0.0068310606800995365	6173	4556	674	0	965	4586	879	0	1011	5368	921	0	737	5957	5433	0
94	#	1.950802669233566e-05	0	0	0	49	0	0	0	57	0	0	0	52	0	0	0	46
95	K	0.7279002968525523	66136	68471	62520	0	57895	67777	58483	0	62161	69000	56346	0	64802	68280	66153	0
95	<	0.02205410264911172	4216	4221	3562	0	3798	4402	3753	0	4243	4390	3756	0	3789	4228	4399	0
95	,	0.04355115266970364	16438	13820	13827	0	15043	13056	13739	0	14733	13451	14372	0	14974	15066	16090	0
95	F	0.11765100648043308	14247	15273	14506	0	14494	15784	14207	0	15464	15243	13892	0	14948	14746	14771	0
95	A	0.05781473999303278	8602	9266	8559	0	8625	9404	8688	0	9299	9104	8425	0	8983	8702	8984	0
95	7	0.023757381640417224	4714	4617	5125	0	5296	4607	5053	0	5330	4417	5081	0	5356	4587	4807	0
95	(	0.006901640203081867	6378	4752	676	0	979	4707	908	0	939	5245	937	0	738	6122	5641	0
95	#	0.00036967951166741805	0	0	0	977	0	0	0	986	0	0	0	909	0	0	0	995
96	K	0.7263000548147955	65819	69041	62680	0	58984	68758	59684	0	62153	69630	57077	0	64346	67701	64192	0
96	A	0.058444842325278794	8610	9207	8520	0	8990	9492	8795	0	9284	9471	8694	0	9066	8451	8841	0
96	,	0.04396460049799662	16455	13226	13757	0	15464	12858	13638	0	15196	14242	14827	0	14604	14511	15494	0
96	F	0.11815675120275282	14429	15544	14522	0	14794	15884	14477	0	15572	15322	14201	0	14915	14663	14449	0
96	7	0.02380936453826753	4725	4570	4884	0	5341	4542	5011	0	5467	4542	5248	0	5181	4391	4805	0
96	(	0.0069014465142912184	6145	4627	639	0	972	4522	929	0	940	5489	969	0	691	5918	5464	0
96	<	0.02239866716716066	4197	4302	3673	0	3870	4433	3796	0	4225	4556	3774	0	3906	4216	4196	0
96	#	2.427293945679073e-05	0	0	0	52	0	0	0	68	0	0	0	60	0	0	0	74
97	K	0.7224966980895492	66331	70134	62972	0	58637	69126	59027	0	61431	69491	58348	0	64191	68334	66207	0
97	,	0.044508940833108426	16870	14249	13965	0	15213	12981	13702	0	14827	13778	14629	0	14755	15198	16387	0
97	7	0.024072204959672508	4915	4535	5124	0	5327	4481	5212	0	5430	4440	5249	0	5219	4591	4885	0
97	F	0.11943042343269715	14630	15716	14806	0	15052	16291	14282	0	15412	15686	14430	0	15367	14734	14883	0
97	<	0.022960756824147294	4392	4456	3945	0	4016	4670	3861	0	4080	4526	4008	0	3853	4257	4377	0
97	(	0.006934465735364715	6507	4830	693	0	940	4529	861	0	917	5502	928	0	674	6147	5429	0
97	A	0.05956421947135996	8549	9548	8972	0	9082	9637	8577	0	9311	9371	8753	0	9123	8842	9178	0
97	#	3.2290654100698116e-05	0	0	0	84	0	0	0	85	0	0	0	88	0	0	0	81
98	K	0.720240818461985	66462	71060	63861	0	59387	68975	58790	0	62929	69834	57703	0	64800	68824	66965	0
98	F	0.12034240062324093	14546	16156	14976	0	15100	16460	14602	0	15743	15917	14383	0	15648	15219	15127	0
98	A	0.0604574252359112	8772	9823	9057	0	9028	9653	8980	0	9723	9321	8834	0	9469	9026	9335	0
98	7	0.02399152972805768	4769	4602	5125	0	5420	4374	5231	0	5442	4487	5142	0	5324	4639	4704	0
98	<	0.02327004815605464	4437	4611	3859	0	4066	4742	4000	0	4223	4642	3877	0	4089	4322	4514	0
98	,	0.044700829078466495	16778	14048	13844	0	15393	12771	13558	0	14616	13937	14474	0	14932	15604	16148	0
98	(	0.00695790068625242	6480	4826	691	0	938	4446	883	0	960	5705	911	0	745	6111	5455	0
98	#	3.90480300316585e-05	0	0	0	105	0	0	0	97	0	0	0	102	0	0	0	105
99	F	0.12157129875858183	15043	16199	14943	0	15352	16611	15041	0	15950	15713	14552	0	15462	15295	15315	0
99	,	0.04496574137818163	16783	13971	13845	0	15392	12872	13404	0	14934	13889	14573	0	14306	15309	16178	0
99	K	0.7170695331975293	67087	69434	63297	0	59921	68265	59097	0	63417	69707	58064	0	66001	69078	66903	0
99	7	0.024180580603430424	4720	4513	5098	0	5553	4326	5220	0	5392	4304	5313	0	5299	4449	4705	0
99	<	0.023990864621996632	4482	4600	4007	0	4122	4824	4145	0	4298	4654	4056	0	4046	4427	4559	0
99	A	0.06119876833483764	9145	9715	9211	0	9204	9855	9050	0	9830	9075	9118	0	9323	9016	9311	0
99	(	0.006999546323050434	6493	4641	714	0	927	4564	894	0	878	5466	921	0	744	6239	5532	0
99	#	2.3666782392142935e-05	0	0	0	58	0	0	0	69	0	0	0	66	0	0	0	55
100	K	0.7134426292065158	67446	70045	63849	0	59062	68606	59759	0	63757	71481	59637	0	65441	67998	65936	0
100	F	0.12300860979274487	15211	16322	15020	0	15138	16523	14900	0	16178	16384	14603	0	15764	15007	15334	0
100	<	0.0242953564358797	4641	4655	3929	0	4204	4804	4173	0	4413	4926	4098	0	4126	4416	4582	0
100	A	0.06198631019103723	9131	9809	9088	0	9346	9941	9202	0	10056	9889	9172	0	9406	8903	9216	0
100	7	0.024757852560280475	4957	4627	5181	0	5533	4438	5311	0	5855	4637	5439	0	5416	4603	4772	0
100	,	0.04544406019699969	17046	14105	13483	0	15095	12745	13603	0	15111	14591	15018	0	14553	15655	15802	0
100	(	0.007035703212573637	6611	4691	630	0	885	4461	903	0	932	5696	981	0	782	6124	5575	0
100	#	2.9478403968613607e-05	0	0	0	87	0	0	0	71	0	0	0	70	0	0	0	81
101	K	0.7103488468903505	68402	71853	65197	0	59418	69500	59519	0	62244	69949	58940	0	65371	69204	66813	0
101	A	0.06280535320667777	9375	9836	9755	0	9408	9882	9277	0	9861	9358	9478	0	9560	9023	9437	0
101	<	0.02466677405200254	4639	4848	4305	0	4268	4875	4158	0	4463	4718	3992	0	4206	4494	4856	0
101	7	0.02503337194818457	4975	4826	5542	0	5697	4574	5305	0	5744	4369	5633	0	5476	4603	4699	0
101	F	0.12379659996663997	15453	16440	15604	0	15317	16932	14949	0	15808	16015	14592	0	15676	15534	15626	0
101	,	0.046199441271999334	17455	14449	14503	0	15640	13145	14161	0	14623	13971	14941	0	14874	15632	16418	0
101	(	0.007125007498376584	6611	4939	739	0	930	4671	955	0	955	5399	890	0	713	6277	5759	0
101	#	2.460516576872117e-05	0	0	0	59	0	0	0	75	0	0	0	64	0	0	0	60
102	K	0.7081969683530239	67477	71852	65016	0	59887	69703	59964	0	62887	70935	58751	0	66000	69913	66908	0
102	F	0.1242815027187157	14922	16328	15350	0	15666	17039	15349	0	15841	16064	14875	0	16023	15456	15606	0
102	7	0.025518730572937978	4995	4850	5282	0	5755	4707	5454	0	5818	4480	5628	0	5726	4580	4956	0
102	,	0.0462849305609205	17130	14244	13711	0	15835	13183	13706	0	14862	14275	14789	0	14890	15541	15994	0
102	<	0.02512673192347347	4618	4982	4089	0	4412	5069	4120	0	4384	4850	4290	0	4210	4622	4705	0
102	A	0.06341956349853549	8921	9996	9581	0	9705	10027	9564	0	9918	9524	9171	0	10075	9242	9532	0
102	(	0.007145152998694291	6634	4759	682	0	999	4732	903	0	969	5612	870	0	679	6390	5379	0
102	#	2.641937369870278e-05	0	0	0	76	0	0	0	64	0	0	0	64	0	0	0	73
103	K	0.7051720760275472	68827	71432	65029	0	59420	68818	59358	0	63903	72736	58754	0	66171	70951	67103	0
103	F	0.12506068351237792	15615	16842	15104	0	15458	16954	14729	0	16516	16782	14671	0	15774	15718	15933	0
103	A	0.06389923780554685	9254	10181	9522	0	9375	9819	9358	0	10201	9875	9340	0	9790	9226	9459	0
103	,	0.047035754677804645	17864	14281	14120	0	15569	13002	13685	0	15057	14862	15141	0	14957	16326	16635	0
103	7	0.026049417028160774	5148	4984	5518	0	5746	4631	5451	0	5825	4694	5502	0	5765	4839	4904	0
103	<	0.025490985649028883	4805	5083	4136	0	4342	5092	4128	0	4561	5031	4176	0	4331	4688	4854	0
103	(	0.007265712046266159	6817	4795	698	0	932	4447	894	0	1030	5736	906	0	742	6636	5847	0
103	#	2.6133253267658116e-05	0	0	0	74	0	0	0	52	0	0	0	71	0	0	0	77
104	K	0.7018888723599843	68882	71991	65835	0	60572	69604	60638	0	64028	71292	59144	0	66512	70363	66693	0
104	7	0.02663865017336278	5026	4897	5823	0	5941	4641	5734	0	6139	4751	5939	0	5792	4655	5174	0
104	A	0.06468262595978899	9189	9987	9590	0	9714	9839	9479	0	10380	9572	9614	0	9835	9289	9408	0
104	<	0.026047137893022387	4898	4994	4361	0	4509	4939	4360	0	4714	4962	4411	0	4377	4798	4824	0
104	F	0.12540432243569938	15591	16550	15479	0	15891	16919	15170	0	16528	16587	14860	0	16272	15367	15734	0
104	,	0.047994122067231956	18002	14614	14640	0	15837	13189	14556	0	15263	14657	15296	0	15278	16113	17101	0
104	(	0.007325769452295674	6865	4971	790	0	1028	4554	937	0	941	5672	990	0	705	6554	5822	0
104	#	1.8499658614547215e-05	0	0	0	50	0	0	0	55	0	0	0	50	0	0	0	39
105	K	0.6997377614876658	69339	72210	65906	0	60456	70541	60183	0	63930	72114	60615	0	66566	71376	68057	0
105	7	0.027167677234581234	5440	4900	5596	0	5910	4740	5546	0	6105	4980	5839	0	5907	5075	5002	0
105	A	0.06505401041669646	9620	9902	9616	0	9639	10179	9276	0	10147	10189	9497	0	10050	9614	9597	0
105	,	0.04804607327766295	18286	14472	14229	0	15744	13294	13758	0	15206	14959	15140	0	15325	16001	16955	0
105	F	0.12631050130613924	15901	16636	15508	0	15685	17201	14959	0	16257	16876	14842	0	16052	16218	15847	0
105	(	0.007250078707785025	6689	4777	671	0	893	4671	857	0	905	5504	966	0	747	6570	5788	0
105	<	0.026408917024737032	5043	5076	4258	0	4365	5187	4268	0	4668	5236	4385	0	4576	4992	4979	0
105	#	2.498054473224193e-05	0	0	0	60	0	0	0	55	0	0	0	66	0	0	0	81
106	K	0.6967162457214229	68499	70909	64918	0	62252	70477	60718	0	65622	73099	60735	0	68527	70337	67926	0
106	F	0.12695289036354795	15549	16769	15441	0	16168	17339	15367	0	17088	16915	15013	0	16475	15515	15935	0
106	,	0.04867814612472946	17940	14544	14178	0	16214	13567	14231	0	15806	14724	15560	0	15182	15723	16768	0
106	A	0.06568843377859138	9161	9865	9564	0	10247	10170	9510	0	10388	9841	9486	0	9986	9201	9523	0
106	7	0.02771183127866289	5161	4865	5715	0	6209	4802	5701	0	6199	4705	5876	0	6063	4919	5023	0
106	<	0.026893014120496172	4862	5077	4374	0	4757	5282	4453	0	4997	5192	4545	0	4507	4830	4925	0
106	(	0.0073406557783434875	6999	4872	701	0	964	4708	894	0	900	5883	956	0	674	6585	5636	0
106	#	1.878283420573401e-05	0	0	0	56	0	0	0	46	0	0	0	35	0	0	0	60
107	K	0.6934676706780204	70243	72329	65053	0	61817	71469	60591	0	65307	73120	59698	0	67325	71972	69402	0
107	A	0.06612859637709892	9505	10055	9442	0	9775	10249	9401	0	10415	9772	9323	0	10073	9421	9651	0
107	F	0.1273672050802471	15771	16980	15438	0	15996	17512	15262	0	16742	16587	14730	0	16436	16216	16417	0
107	7	0.02870560080955615	5458	5225	5873	0	6274	5059	5877	0	6126	4989	5951	0	6099	5086	5385	0
107	,	0.04970718242686426	18915	14923	14462	0	16019	13671	14125	0	15355	15057	15386	0	15599	16490	17928	0
107	<	0.027205991875068062	5124	5029	4408	0	4478	5382	4422	0	4708	5123	4404	0	4675	4838	5237	0
107	(	0.007396964584016339	7250	4922	635	0	874	4654	914	0	919	5787	933	0	763	6828	6073	0
107	#	2.078816912872969e-05	0	0	0	45	0	0	0	49	0	0	0	62	0	0	0	62
108	K	0.6913450836613741	70426	73386	65165	0	61716	72119	60893	0	65377	72059	59510	0	68208	71433	69939	0
108	(	0.007469772361241316	6843	4949	711	0	1007	4490	879	0	894	5775	922	0	739	6797	5972	0
108	F	0.12752497936748317	15578	17044	15264	0	16085	17391	15330	0	16700	16443	14754	0	16270	15873	16384	0
108	A	0.06664398329863103	9390	10366	9641	0	9808	10521	9339	0	10196	9906	9311	0	10057	9426	9936	0
108	,	0.049857432456408446	18548	14718	14105	0	16187	13523	14333	0	15359	14913	15638	0	15292	16499	17637	0
108	7	0.02918361242079422	5483	5224	5888	0	6132	5138	5891	0	6277	4986	5915	0	6185	5198	5315	0
108	<	0.027595585881444396	4761	5426	4333	0	4697	5219	4383	0	4783	5057	4422	0	4510	4893	5163	0
108	#	0.0003795505526233153	0	0	0	1029	0	0	0	1029	0	0	0	933	0	0	0	988
109	K	0.6902083497091277	69668	74122	66111	0	63054	71836	61886	0	66088	72878	60488	0	69031	71207	69395	0
109	7	0.029929737348792593	5472	5332	6043	0	6391	5091	6130	0	6540	4955	6137	0	6395	5234	5588	0
109	,	0.05044466482341997	18621	15464	14747	0	16578	13512	14476	0	15586	14443	15296	0	15516	16474	17672	0
109	F	0.12723314959374038	15359	17146	15609	0	16525	17178	15705	0	16959	16516	14904	0	16459	15628	15977	0
109	A	0.0669613864491605	9454	10255	9755	0	10089	10284	9581	0	10604	9742	9219	0	10131	9338	9767	0
109	<	0.027732264728484876	4937	5436	4411	0	4834	5345	4407	0	4845	4980	4406	0	4543	4940	5069	0
109	(	0.007464023492619255	7255	5182	716	0	923	4555	880	0	977	5655	945	0	689	6785	5801	0
109	#	2.642385465468124e-05	0	0	0	69	0	0	0	78	0	0	0	62	0	0	0	68
110	K	0.6869110408069071	70682	74009	67088	0	62559	73227	62528	0	65956	72503	60136	0	69225	72274	70641	0
110	7	0.030874798352848107	5750	5450	6217	0	6438	5422	6263	0	6492	5281	6308	0	6431	5435	5816	0
110	,	0.051325417799354636	19126	15500	14938	0	16701	13873	14800	0	15496	14954	15670	0	15990	16914	18012	0
110	F	0.12714922981351412	15810	17066	15795	0	16135	17316	15280	0	16737	16748	14928	0	17071	16075	16223	0
110	A	0.0677390405196199	9689	10238	9823	0	9944	10815	9577	0	10246	9925	9429	0	10141	9720	9905	0
110	<	0.02829941858662861	4979	5277	4691	0	4731	5444	4470	0	4908	5008	4559	0	4763	5021	5118	0
110	(	0.00768178717868916	7475	5193	693	0	967	4814	923	0	952	5802	942	0	812	6928	6113	0
110	#	1.926694243829261e-05	0	0	0	42	0	0	0	48	0	0	0	54	0	0	0	58
111	K	0.6857634373901204	70513	75170	67944	0	63000	72900	62935	0	66175	74715	61429	0	69106	72131	70090	0
111	F	0.12700711020856656	15479	16864	15768	0	16200	17105	15547	0	16690	16834	14835	0	16494	15781	16095	0
111	,	0.051338896799504936	18835	15160	14632	0	16390	13777	14640	0	15587	15102	15854	0	15656	16547	17967	0
111	7	0.03143389857760543	5756	5671	6343	0	6406	5387	6280	0	6555	5393	6331	0	6590	5475	5895	0
111	A	0.06828993080142122	9632	10407	9727	0	9876	10379	9741	0	10310	10250	9273	0	10300	9709	9817	0
111	<	0.028429104238840906	4985	5444	4735	0	4862	5296	4731	0	4899	5020	4631	0	4773	4740	5217	0
111	(	0.0077183580364849624	7362	5058	734	0	935	4738	949	0	960	5769	1004	0	730	6798	6178	0
111	#	1.9263947455580627e-05	0	0	0	58	0	0	0	43	0	0	0	46	0	0	0	55
112	F	0.12721733345703168	15489	16723	15600	0	16018	17402	15483	0	17030	17106	14933	0	16554	15977	15923	0
112	K	0.6822842826466629	71606	74921	67661	0	62618	73975	62879	0	67271	75848	62948	0	68543	72963	70499	0
112	7	0.0318781328426844	6010	5581	6337	0	6491	5441	6253	0	6692	5527	6408	0	6475	5691	5730	0
112	A	0.06950985990589709	10031	10463	9585	0	10134	10596	9641	0	10508	10676	9468	0	10353	10094	10086	0
112	,	0.05226404690595687	19263	15336	14726	0	16575	14119	14621	0	15973	15645	16058	0	16112	17332	17725	0
112	<	0.02906383645349074	5009	5219	4719	0	4726	5265	4547	0	5200	5126	4690	0	4838	5051	5217	0
112	(	0.007763628851934695	7471	5175	687	0	887	4739	923	0	1015	6092	1001	0	751	7009	6120	0
112	#	1.8878936341656877e-05	0	0	0	49	0	0	0	57	0	0	0	48	0	0	0	44
113	K	0.6775312007074391	70901	76357	67858	0	62430	74648	63280	0	67177	75837	62544	0	68231	73835	71793	0
113	F	0.12767022324638364	15570	17132	15749	0	16179	17506	15533	0	16801	16771	14866	0	16808	15724	16271	0
113	,	0.05323858738686246	19475	15838	15172	0	16685	14395	14954	0	15912	15624	16188	0	15957	17584	18580	0
113	A	0.07121075161020379	9906	10716	10092	0	10257	10757	9919	0	10846	10676	9767	0	10455	10080	10191	0
113	7	0.03268874337848317	6177	5836	6326	0	6672	5480	6386	0	6680	5658	6547	0	6639	5700	5784	0
113	<	0.02967101145069824	5115	5395	4886	0	4974	5474	4689	0	5101	5202	4767	0	4913	4930	5178	0
113	(	0.007972322474328544	7577	5373	727	0	997	4893	975	0	953	6211	968	0	789	7209	6450	0
113	#	1.7159745601051548e-05	0	0	0	50	0	0	0	49	0	0	0	33	0	0	0	48
114	K	0.6740945307038215	72731	76892	68123	0	63506	75131	63887	0	67365	76128	63474	0	69761	73559	71061	0
114	F	0.1276061088826799	15943	16959	15700	0	16459	17261	15679	0	17030	16979	15056	0	17158	16269	16023	0
114	A	0.07304458138560714	10203	11094	10027	0	10445	11051	10003	0	11019	11075	9823	0	10779	10395	10614	0
114	,	0.05393981186501823	19832	16297	14807	0	16757	14512	15003	0	16235	15744	15988	0	16265	17486	18846	0
114	7	0.033058725583031155	6252	5964	6440	0	6736	5690	6146	0	6706	5724	6511	0	6504	5641	6237	0
114	(	0.008066290917738243	7653	5387	777	0	949	4833	933	0	980	6338	1005	0	805	7411	6248	0
114	<	0.0301662181475581	5060	5570	4703	0	4978	5454	4632	0	5120	5254	4753	0	4916	4988	5302	0
114	#	2.373251454569629e-05	0	0	0	58	0	0	0	47	0	0	0	68	0	0	0	76
115	K	0.6709776244860066	73450	76901	69921	0	64313	74702	63723	0	68988	76660	63109	0	70521	74597	71859	0
115	F	0.12766685957847135	15787	16974	15717	0	16544	17097	15639	0	17340	16842	15061	0	17139	15674	15795	0
115	,	0.05454131001568675	19859	16004	15351	0	17164	14313	14823	0	16650	16020	16388	0	16537	17110	19185	0
115	<	0.030631713576191284	5116	5594	5042	0	5082	5215	4824	0	5484	5205	4746	0	5128	5075	5390	0
115	A	0.0745027740323621	10326	11106	10487	0	10790	11230	10148	0	11155	11320	10121	0	11113	10289	10655	0
115	7	0.03350899965493151	6018	5900	6535	0	6950	5513	6443	0	7022	5797	6382	0	6607	5603	6011	0
115	(	0.008139842602645487	7886	5370	763	0	1011	4928	971	0	953	6279	1068	0	813	7399	6508	0
115	#	3.087605370489297e-05	0	0	0	75	0	0	0	72	0	0	0	83	0	0	0	94
116	A	0.07568737120231753	10853	11333	10357	0	10877	11353	10212	0	11264	11360	10170	0	11251	10560	10683	0
116	F	0.1272514194603978	15672	17425	15775	0	16176	17111	15253	0	17104	16741	14973	0	17050	16172	16131	0
116	<	0.0316075122798201	5215	5626	5168	0	5168	5424	4916	0	5511	5383	4960	0	5337	5045	5333	0
116	,	0.055897872603173214	20820	17119	15888	0	17782	15087	15311	0	17303	16306	16949	0	17097	17535	19454	0
116	K	0.6672967015501317	74518	78685	69594	0	63846	75800	63205	0	67732	77533	63959	0	70554	75697	72556	0
116	7	0.033984912513100714	6370	6082	6478	0	6861	5955	6307	0	6983	5794	6698	0	6775	5818	6340	0
116	(	0.00825362848923981	7955	5580	742	0	1024	5053	991	0	1048	6436	1070	0	861	7411	6587	0
116	#	2.0581901819182846e-05	0	0	0	59	0	0	0	51	0	0	0	59	0	0	0	47
117	K	0.6643703088621405	75612	76211	69325	0	64151	75772	65341	0	68343	78489	64330	0	70866	75333	73242	0
117	A	0.07675245096521978	11074	11164	10431	0	10918	11534	10243	0	11356	11426	10208	0	11187	10776	10973	0
117	7	0.03476859743638509	6415	5862	6685	0	6667	5811	6574	0	6960	5941	6491	0	6860	5947	6341	0
117	<	0.03231132284361583	5312	5576	5206	0	5526	5628	5102	0	5453	5229	4909	0	5400	5053	5621	0
117	F	0.12724391064556456	15867	17024	15871	0	16601	17276	15359	0	17005	17009	15011	0	17061	15787	16113	0
117	,	0.05621113247673794	20564	16278	15248	0	17706	14733	15334	0	16561	16134	16727	0	16668	18006	19228	0
117	(	0.008325134322979518	8076	5314	734	0	1047	5064	983	0	997	6352	993	0	765	7709	6591	0
117	#	1.7142447356734616e-05	0	0	0	50	0	0	0	50	0	0	0	40	0	0	0	40
118	K	0.6589656485494587	74696	77582	69621	0	64541	76218	64457	0	69473	78979	64412	0	70391	75988	73133	0
118	F	0.12781791659262878	15790	17077	15993	0	16357	16925	15205	0	17398	16820	15029	0	17154	16126	16049	0
118	<	0.033583201461043766	5335	5759	5360	0	5481	5685	5293	0	5824	5304	5264	0	5606	5174	5685	0
118	A	0.0784761867054649	11198	11680	10756	0	10744	12094	10269	0	11591	11443	10447	0	11408	11191	11220	0
118	,	0.05741710128924416	21409	16743	15858	0	17439	14863	15325	0	16997	16594	17149	0	17151	18507	19882	0
118	7	0.03486044410926078	6436	6055	6571	0	6800	6109	6378	0	7152	5814	6619	0	6763	6021	6268	0
118	#	0.00036461375449473775	0	0	0	993	0	0	0	928	0	0	0	949	0	0	0	961
118	(	0.008514887538404126	8286	5631	767	0	964	5089	938	0	1032	6687	1033	0	792	7885	6798	0
119	K	0.6547247208351902	73911	78668	70445	0	64877	77779	65401	0	69258	77071	65212	0	70968	74632	74061	0
119	<	0.03454552458823815	5438	5729	5586	0	5440	5823	5627	0	5799	5431	5556	0	5709	5152	5698	0
119	F	0.1281626511037943	15792	17058	15941	0	16322	17194	15502	0	17241	16634	15039	0	17500	15744	16031	0
119	A	0.07969205906370698	11066	11669	11100	0	11081	12129	10718	0	11550	11503	10548	0	11419	10860	11468	0
119	,	0.0588509239226847	21533	16838	16378	0	18003	15193	16828	0	16900	16319	17605	0	16883	18264	20464	0
119	7	0.035333116777187985	6310	5866	6676	0	6893	5858	6766	0	6945	5735	6819	0	6873	5980	6392	0
119	(	0.008673882139872758	8478	5714	834	0	1023	5395	1058	0	990	6479	1035	0	813	7854	7220	0
119	#	1.71215693249964e-05	0	0	0	29	0	0	0	54	0	0	0	53	0	0	0	44
120	K	0.6500725310805064	73652	78502	70134	0	66402	78374	65080	0	70164	77137	64035	0	72481	75630	75160	0
120	A	0.08091332619030084	11205	11901	10881	0	11327	12080	10681	0	11753	11930	10408	0	11666	11258	11240	0
120	F	0.1288733568847509	15922	16988	15865	0	16938	17480	15430	0	17480	16767	14565	0	17442	16328	16608	0
120	,	0.059771787238996205	21936	17431	15985	0	18479	16024	15959	0	17128	16718	17163	0	17420	18693	20422	0
120	<	0.03606816448614117	5638	6086	5593	0	5697	6073	5475	0	5907	5609	5525	0	5841	5530	5944	0
120	(	0.008731953350137673	8637	5570	792	0	1018	5152	990	0	970	6493	999	0	828	8087	6936	0
120	7	0.03555614684871105	6618	6068	6537	0	6943	6119	6290	0	6782	5931	6546	0	6783	6099	6394	0
120	#	1.2733920455760317e-05	0	0	0	34	0	0	0	24	0	0	0	40	0	0	0	36
121	K	0.647061918063801	75183	78774	71182	0	67568	76920	65551	0	71815	77891	65763	0	73445	75933	74480	0
121	F	0.1285051487997086	15760	17121	16176	0	16946	17034	15134	0	17624	16597	15050	0	17851	15658	16395	0
121	,	0.06120758328275994	22535	17641	16492	0	18462	15471	15925	0	17855	17210	17736	0	18170	19430	20667	0
121	7	0.03591231177655169	6544	6095	6652	0	6995	5992	6397	0	7090	5920	6597	0	6937	5996	6298	0
121	A	0.08106438375975616	11166	11777	11069	0	11375	11993	10501	0	12204	11804	10704	0	11991	10979	11433	0
121	<	0.03735492338214935	5704	6017	5954	0	6037	6215	5744	0	6226	5711	5841	0	6083	5585	5938	0
121	(	0.008879772015708817	8809	5802	789	0	1061	5167	982	0	976	6943	1011	0	791	8140	7087	0
121	#	1.395891956443233e-05	0	0	0	35	0	0	0	32	0	0	0	38	0	0	0	42
122	K	0.6457452475556953	79889	80203	71084	0	64625	78082	65075	0	69475	82342	66553	0	71335	78986	75699	0
122	F	0.1271419014484512	16199	17165	15930	0	15988	17152	15105	0	17094	17047	14822	0	16985	16346	16260	0
122	,	0.06222016636675072	23016	17889	16802	0	18669	16231	16299	0	18011	17567	18066	0	17817	19411	21628	0
122	<	0.039186507606976326	5999	6164	6171	0	6097	6325	5859	0	6295	5923	5989	0	6318	5850	6131	0
122	A	0.08044555289388916	11325	11793	10856	0	11010	12168	10500	0	11692	11973	10121	0	11305	11417	11392	0
122	7	0.03625375005658717	6690	6048	6726	0	6777	6136	6525	0	6903	6118	6603	0	6674	6064	6374	0
122	(	0.00899709884584953	8912	6162	771	0	1042	5369	988	0	1072	7059	1059	0	796	8251	7239	0
122	#	9.77522580059811e-06	0	0	0	25	0	0	0	25	0	0	0	29	0	0	0	24
123	F	0.12725197523212647	16436	16955	15769	0	16275	16880	15085	0	17001	17411	14657	0	17079	16451	15829	0
123	K	0.6416075154021288	83310	78021	71821	0	65121	74993	65868	0	68979	86394	65968	0	71803	83255	73589	0
123	A	0.08169007751036367	11743	11837	11024	0	11210	12047	10451	0	11753	12156	10381	0	11610	11636	11415	0
123	,	0.06367152446851615	23646	18480	16880	0	19233	16646	16599	0	18182	18171	17968	0	18172	20101	21964	0
123	<	0.04027421533599604	6222	6441	6276	0	6220	6316	6097	0	6574	6334	6076	0	6424	5934	6277	0
123	7	0.03635396668201322	6726	6067	6446	0	6804	5692	6512	0	6855	6316	6581	0	6773	6230	6359	0
123	(	0.00913488233893971	9060	6014	780	0	1031	5487	980	0	1039	7099	1036	0	833	8565	7413	0
123	#	1.584302991590956e-05	0	0	0	49	0	0	0	37	0	0	0	44	0	0	0	37
124	K	0.6375555364815823	82371	74471	73987	0	65532	74118	68516	0	71173	85255	68866	0	73070	82551	72426	0
124	F	0.1272311688114612	16459	16693	16158	0	16154	17030	15100	0	17156	17093	15025	0	17211	16453	15986	0
124	(	0.009204130031596933	9018	6003	774	0	1062	5500	1009	0	1047	7124	1099	0	859	8641	7602	0
124	A	0.08174638138536165	11396	11703	11196	0	11335	11940	10695	0	11671	12121	10488	0	11690	11337	11447	0
124	,	0.06536548446496003	23831	18689	17195	0	19524	16881	16667	0	18617	18654	18904	0	18748	20756	22973	0
124	7	0.0361820207146512	6449	5874	6351	0	6757	5982	6380	0	6972	6044	6493	0	6799	5861	6519	0
124	<	0.042699723864717896	6643	6657	6677	0	6470	6815	6471	0	6921	6529	6257	0	6824	6304	6742	0
124	#	1.5554245668877613e-05	0	0	0	46	0	0	0	38	0	0	0	38	0	0	0	42
